INSTNM,CITY,STABBR,CONTROL,UGDS,C150_4,COSTT4_A,COSTT4_A_IMP,TUITIONFEE_IN,TUITIONFEE_IN_IMP,TUITIONFEE_OUT,TUITIONFEE_OUT_IMP,PCTPELL,GRAD_DEBT_MDN,MD_EARN_WNE_P10,ROI,ZIP,LATITUDE,LONGITUDE
Dutchess Community College,Poughkeepsie,NY,1,3824.0,,17159.0,17159.0,5670.0,5670.0,10670.0,10670.0,0.2201,10039.0,43929.0,1.5624302852329897,12601-1595,41.724245,-73.904652
Belanger School of Nursing,Schenectady,NY,2,162.0,,18492.0,18492.0,12444.0,12444.0,12444.0,12444.0,0.2519,,79677.0,0.9283482058812456,12304,42.802979,-73.915884
Elmira College,Elmira,NY,2,708.0,0.6471,52449.0,52449.0,38976.0,38976.0,38976.0,38976.0,0.3791,27000.0,57550.0,3.645456125108601,14901,42.0961,-76.813459
Erie Community College,Buffalo,NY,1,6099.0,,14348.0,14348.0,6100.0,6100.0,11300.0,11300.0,0.3803,9250.0,41228.0,1.3920636460657805,14203-2698,42.881771,-78.872679
Fashion Institute of Technology,New York,NY,1,7637.0,0.8068,26838.0,26838.0,6294.0,6294.0,16874.0,16874.0,0.3202,12000.0,62696.0,1.7122623452851857,10001-5992,40.74731,-73.994781
Finger Lakes Community College,Canandaigua,NY,1,2980.0,,19900.0,19900.0,6234.0,6234.0,8418.0,8418.0,0.273,12975.0,40054.0,1.9873171218854546,14424-8395,42.867556,-77.241801
Five Towns College,Dix Hills,NY,3,547.0,0.5532,42458.0,42458.0,30250.0,30250.0,30250.0,30250.0,0.3444,21500.0,35887.0,4.732410064926018,11746-5871,40.794506,-73.369348
Fordham University,Bronx,NY,2,10512.0,0.8191,82762.0,82762.0,64915.0,64915.0,64915.0,64915.0,0.2142,24300.0,85569.0,3.868784255980554,10458,40.859354,-73.882705
Fulton-Montgomery Community College,Johnstown,NY,1,1001.0,,14226.0,14226.0,6198.0,6198.0,6798.0,6798.0,0.2737,12125.0,39535.0,1.4393322372581256,12095-3790,42.983805,-74.297492
Gemological Institute of America-New York,New York,NY,2,160.0,,,46093.0,,29060.0,,29082.0,0.0351,,42588.0,4.329200713816099,10036,40.757267,-73.980813
Genesee Community College,Batavia,NY,1,1973.0,,15959.0,15959.0,5900.0,5900.0,6500.0,6500.0,0.2232,11622.0,39674.0,1.6090134596965266,14020-9704,43.017016,-78.138079
Hamilton College,Clinton,NY,2,2030.0,0.9063,84230.0,84230.0,68960.0,68960.0,68960.0,68960.0,0.1772,17000.0,78411.0,4.296846105775975,13323,43.050245,-75.408195
Hartwick College,Oneonta,NY,2,1087.0,0.5332,68614.0,68614.0,54962.0,54962.0,54962.0,54962.0,0.3561,27000.0,61107.0,4.491400330567693,13820-4020,42.457599,-75.071994
Helene Fuld College of Nursing,New York,NY,2,914.0,,51340.0,51340.0,25852.0,25852.0,25852.0,25852.0,0.4363,15250.0,111027.0,1.8496401776144542,10035-2737,40.802495,-73.943356
Herkimer County Community College,Herkimer,NY,1,1168.0,,20149.0,20149.0,5776.0,5776.0,5776.0,5776.0,0.3924,11365.0,39199.0,2.056072859001505,13350-1598,43.032738,-75.007206
Hilbert College,Hamburg,NY,2,921.0,0.5631,42114.0,42114.0,33740.0,33740.0,33740.0,33740.0,0.4824,24750.0,48309.0,3.4870521020927776,14075-1597,42.75464,-78.820257
Hobart William Smith Colleges,Geneva,NY,2,1786.0,0.7725,82602.0,82602.0,65117.0,65117.0,65117.0,65117.0,0.2509,27000.0,68831.0,4.8002789440804285,14456,42.858131,-76.985516
Hofstra University,Hempstead,NY,2,6488.0,0.6854,70624.0,70624.0,57660.0,57660.0,57660.0,57660.0,0.2527,23621.0,69039.0,4.091832152841148,11549,40.715959,-73.60078
Houghton University,Houghton,NY,2,753.0,0.6522,31143.0,31143.0,18430.0,18430.0,18430.0,18430.0,0.285,25250.0,46721.0,2.666295670041309,14744,42.426137,-78.155426
Hudson Valley Community College,Troy,NY,1,6499.0,,15757.0,15757.0,6796.0,6796.0,11852.0,11852.0,0.305,10625.0,45460.0,1.3864496260448747,12180,42.696509,-73.683734
Hunter Business School,Levittown,NY,3,1261.0,,,31946.0,,16657.0,,16657.0,0.6494,7937.0,36312.0,3.519057061026658,11756-1375,40.728029,-73.501125
Iona University,New Rochelle,NY,2,2951.0,0.56,60247.0,60247.0,47260.0,47260.0,47260.0,47260.0,0.2827,25999.0,73595.0,3.2745159317888444,10801-1890,40.925725,-73.788046
Isabella Graham Hart School of Practical Nursing,Rochester,NY,2,85.0,,,46093.0,,29060.0,,29082.0,0.6099,,48143.0,3.829674095922564,14622,43.198008,-77.572061
Island Drafting and Technical Institute,Amityville,NY,3,30.0,,33633.0,33633.0,19200.0,19200.0,19200.0,19200.0,0.6981,,62379.0,2.1566873467032175,11701-2704,40.6756,-73.416761
Ithaca College,Ithaca,NY,2,4242.0,0.7623,68699.0,68699.0,53540.0,53540.0,53540.0,53540.0,0.1905,24000.0,63548.0,4.3242273556996285,14850-7002,42.422154,-76.494136
Jamestown Community College,Jamestown,NY,1,1739.0,,18243.0,18243.0,6840.0,6840.0,6840.0,6840.0,0.2455,10990.0,38242.0,1.9081637989644893,14701,42.1146,-79.218967
Jefferson Community College,Watertown,NY,1,1499.0,,19286.0,19286.0,6264.0,6264.0,11700.0,11700.0,0.3375,12000.0,39991.0,1.9290340326573479,13601-1897,43.992827,-75.935051
Jewish Theological Seminary of America,New York,NY,2,172.0,0.9032,85945.0,85945.0,67357.0,67357.0,67357.0,67357.0,0.0407,,92751.0,3.706482948970901,10027-4649,40.811892,-73.960582
The Juilliard School,New York,NY,2,468.0,0.9256,83892.0,83892.0,57950.0,57950.0,57950.0,57950.0,0.1389,25500.0,37827.0,8.871123800459989,10023-6588,40.773725,-73.982913
Kehilath Yakov Rabbinical Seminary,Ossining,NY,2,205.0,0.6341,17850.0,17850.0,13200.0,13200.0,13200.0,13200.0,0.8204,,36442.0,1.9592777564348829,10562,41.220521,-73.814887
Keuka College,Keuka Park,NY,2,966.0,0.5836,54760.0,54760.0,39332.0,39332.0,39332.0,39332.0,0.4989,27000.0,58289.0,3.757827377378236,14478,42.615253,-77.090562
LIM College,New York,NY,3,1187.0,0.5087,53064.0,53064.0,33504.0,33504.0,33504.0,33504.0,0.3771,24000.0,58956.0,3.6002442499491147,10017-0000,40.754991,-73.979413
Le Moyne College,Syracuse,NY,2,2439.0,0.7313,53183.0,53183.0,40330.0,40330.0,40330.0,40330.0,0.3098,23000.0,62731.0,3.391178205353015,13214-1301,43.049192,-76.090435
Long Island University,Brookville,NY,2,5520.0,0.5707,55424.0,55424.0,42432.0,42432.0,42432.0,42432.0,0.1714,23577.0,59950.0,3.6980150125104254,11548-1327,40.820714,-73.593678
Long Island Beauty School-Hempstead,Hempstead,NY,3,101.0,,,31946.0,,16657.0,,16657.0,0.1582,8254.0,17378.0,7.353205201979514,11550,40.707701,-73.629666
Machzikei Hadath Rabbinical College,Brooklyn,NY,2,131.0,0.3333,30053.0,30053.0,13500.0,13500.0,13500.0,13500.0,0.9134,,41527.0,2.8947913405736028,11204-1805,40.627937,-73.988378
Mandl School-The College of Allied Health,New York,NY,3,497.0,,43113.0,43113.0,21700.0,21700.0,21700.0,21700.0,0.8559,20000.0,39108.0,4.409634857318196,10019-5516,40.764404,-73.983786
Manhattan University,Riverdale,NY,2,2744.0,0.6371,64348.0,64348.0,53400.0,53400.0,53400.0,53400.0,0.36,26000.0,86316.0,2.9819732146994764,10471-4098,40.889756,-73.901893
Manhattan School of Music,New York,NY,2,539.0,0.7832,77703.0,77703.0,57050.0,57050.0,57050.0,57050.0,0.1197,26994.0,26878.0,11.563806830865392,10027,40.812312,-73.961334
Manhattanville University,Purchase,NY,2,1362.0,0.5842,53499.0,53499.0,44604.0,44604.0,44604.0,44604.0,0.3514,25000.0,58832.0,3.637408213217297,10577,41.032187,-73.715645
Maria College of Albany,Albany,NY,2,656.0,0.3,21798.0,21798.0,18740.0,18740.0,18740.0,18740.0,0.5576,20528.0,55458.0,1.5722168127231417,12208,42.657789,-73.806287
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,NY,2,14.0,,14370.0,14370.0,12085.0,12085.0,12085.0,12085.0,0.7,18955.0,70771.0,0.8121970863771883,14456-1651,42.876429,-76.987844
Marist University,Poughkeepsie,NY,2,5182.0,0.796,67574.0,67574.0,47750.0,47750.0,47750.0,47750.0,0.1445,25000.0,77819.0,3.4733933872190597,12601,41.720937,-73.935484
Marymount Manhattan College,New York,NY,2,1577.0,0.4904,65767.0,65767.0,41870.0,41870.0,41870.0,41870.0,0.284,25750.0,49131.0,5.354419816409192,10021-4597,40.768787,-73.959767
St. Peter's Hospital College of Nursing,Albany,NY,2,123.0,,,46093.0,15358.0,15358.0,15358.0,15358.0,0.248,14745.0,62588.0,2.9458043075349907,12208,42.658346,-73.807616
Memorial Hospital School of Radiation Therapy Technology,New York,NY,2,11.0,,,46093.0,,29060.0,,29082.0,0.0,,40747.0,4.524799371732889,10065-6007,40.764128,-73.956143
Mercy University,Dobbs Ferry,NY,2,5735.0,0.4571,32596.0,32596.0,22880.0,22880.0,22880.0,22880.0,0.5005,19637.0,52055.0,2.504735376044568,10522,41.021626,-73.874447
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,2,399.0,0.5,21810.0,21810.0,15200.0,15200.0,15200.0,15200.0,0.5875,,40747.0,2.141016516553366,11218,40.6382,-73.969395
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,2,39.0,0.6667,21300.0,21300.0,10100.0,10100.0,10100.0,10100.0,0.5854,,40747.0,2.0909514810906322,11218-5559,40.635236,-73.979327
Mesivtha Tifereth Jerusalem of America,New York,NY,2,51.0,0.0667,18560.0,18560.0,13250.0,13250.0,13250.0,13250.0,0.4,,40747.0,1.821974623898692,10002-6301,40.713812,-73.991271
Mildred Elley School-Albany Campus,Albany,NY,3,369.0,,31734.0,31734.0,15865.0,15865.0,15865.0,15865.0,0.6208,19000.0,38830.0,3.269018799896987,12206-1513,42.680833,-73.788615
Mirrer Yeshiva Cent Institute,Brooklyn,NY,2,120.0,0.7273,20614.0,20614.0,13600.0,13600.0,13600.0,13600.0,0.3585,,41192.0,2.0017479122159645,11223-2010,40.605043,-73.966049
Modern Welding School,Schenectady,NY,3,58.0,,,31946.0,,16657.0,,16657.0,0.4186,,48703.0,2.6237398106892798,12304,42.779193,-73.903157
Mohawk Valley Community College,Utica,NY,1,2950.0,,16656.0,16656.0,6218.0,6218.0,8851.0,8851.0,0.3108,11000.0,39850.0,1.6718695106649937,13501-5394,43.076765,-75.219367
Molloy University,Rockville Centre,NY,2,3162.0,0.6993,50720.0,50720.0,39790.0,39790.0,39790.0,39790.0,0.3366,27000.0,77789.0,2.608080834051087,11571-5002,40.685941,-73.626183
Monroe University,Bronx,NY,3,5701.0,0.5655,28285.0,28285.0,18464.0,18464.0,18464.0,18464.0,0.5508,18818.0,41236.0,2.7437190804151714,10468,40.864459,-73.900215
Monroe Community College,Rochester,NY,1,7623.0,,14606.0,14606.0,6006.0,6006.0,11056.0,11056.0,0.5042,9750.0,40174.0,1.4542739084980336,14623,43.101036,-77.610136
Mount Saint Mary College,Newburgh,NY,2,1148.0,0.6546,55014.0,55014.0,43450.0,43450.0,43450.0,43450.0,0.2225,26007.0,67705.0,3.250217856879108,12550,41.513872,-74.012655
Montefiore School of Nursing,Mount Vernon,NY,2,121.0,,,46093.0,,29060.0,,29082.0,0.2832,20000.0,40747.0,4.524799371732889,10550-2009,40.912133,-73.840582
University of Mount Saint Vincent,Bronx,NY,2,2692.0,0.5683,54170.0,54170.0,44540.0,44540.0,44540.0,44540.0,0.4621,25000.0,65756.0,3.2952126041730034,10471-1093,40.913657,-73.908887
Icahn School of Medicine at Mount Sinai,New York,NY,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,10029-6574,40.790359,-73.952414
Nassau Community College,Garden City,NY,1,10630.0,,14983.0,14983.0,6330.0,6330.0,12130.0,12130.0,0.3858,10500.0,48248.0,1.2421654783617975,11530-6793,40.728872,-73.595286
Nazareth University,Rochester,NY,2,1873.0,0.7279,58254.0,58254.0,42450.0,42450.0,42450.0,42450.0,0.2626,26038.0,56458.0,4.127245031704984,14618-3790,43.101576,-77.518579
Neighborhood Playhouse School of the Theater,New York City,NY,2,67.0,,44715.0,44715.0,19000.0,19000.0,19000.0,19000.0,0.169,,29382.0,6.087400449254646,10022-5017,40.756613,-73.965332
The New School,New York,NY,2,6563.0,0.6937,88284.0,88284.0,58694.0,58694.0,58694.0,58694.0,0.1501,22266.0,52901.0,6.6754125630895444,10011,40.735508,-73.997114
Northeast College of Health Sciences,Seneca Falls,NY,2,71.0,,,46093.0,17250.0,17250.0,17250.0,17250.0,0.3984,,40747.0,4.524799371732889,13148-0800,42.91173,-76.756232
New York Law School,New York,NY,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,10013-2921,40.717998,-74.006969
New York Medical College,Valhalla,NY,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,10595,41.085031,-73.810042
New York School for Medical and Dental Assistants,Long Island City,NY,3,277.0,,,31946.0,,16657.0,,16657.0,0.9179,8309.0,38899.0,3.285020180467364,11101,40.744291,-73.931391
New York University,New York,NY,2,28663.0,0.8757,84374.0,84374.0,62796.0,62796.0,62796.0,62796.0,0.1788,20500.0,82509.0,4.090414379037439,10012-1091,40.729452,-73.997264
Niagara County Community College,Sanborn,NY,1,3084.0,,13908.0,13908.0,6894.0,6894.0,12030.0,12030.0,0.3251,11039.0,42285.0,1.3156438453352253,14132,43.147701,-78.87579
Niagara University,Niagara University,NY,2,2653.0,0.7451,51632.0,51632.0,39345.0,39345.0,39345.0,39345.0,0.2719,25475.0,56196.0,3.6751370204285,14109,43.137279,-79.036689
Empire Beauty School-Peekskill,Peekskill,NY,3,49.0,,,31946.0,,16657.0,,16657.0,0.4643,6554.0,27916.0,4.577446625591059,10566,41.291484,-73.918806
North Country Community College,Saranac Lake,NY,1,819.0,,18051.0,18051.0,6682.0,6682.0,9370.0,9370.0,0.3851,12000.0,38276.0,1.8864040129585118,12983-0089,44.318645,-74.119981
New York College of Podiatric Medicine,New York,NY,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,10035-1940,40.805037,-73.940496
New York Institute of Technology,Old Westbury,NY,2,3440.0,0.5877,56976.0,56976.0,46560.0,46560.0,46560.0,46560.0,0.451,23334.0,70080.0,3.252054794520548,11568-8000,40.812447,-73.6078
New York School of Interior Design,New York,NY,2,427.0,0.6923,48730.0,48730.0,32330.0,32330.0,32330.0,32330.0,0.1523,,48041.0,4.0573676651193775,10021,40.768615,-73.962404
Ohr Hameir Theological Seminary,Peekskill,NY,2,100.0,,,46093.0,10150.0,10150.0,10150.0,10150.0,0.5745,,40747.0,4.524799371732889,10566,41.268725,-73.889793
Onondaga Community College,Syracuse,NY,1,4456.0,,16585.0,16585.0,6102.0,6102.0,11392.0,11392.0,0.2777,10000.0,41190.0,1.6105850934692887,13215-4585,43.006329,-76.197878
Orange County Community College,Middletown,NY,1,3989.0,,14807.0,14807.0,6526.0,6526.0,12334.0,12334.0,0.2883,12000.0,44117.0,1.34252102364168,10940,41.438629,-74.426028
Otsego Area BOCES-Practical Nursing Program,Oneonta,NY,1,31.0,,,17783.0,,5507.0,,11010.0,0.3984,,45248.0,1.5720473833097595,13820-1142,42.459471,-75.064864
Pace University,New York,NY,2,7665.0,0.6003,69550.0,69550.0,53290.0,53290.0,53290.0,53290.0,0.2725,23250.0,70378.0,3.9529398391542814,10038-1598,40.711014,-74.004719
Paul Smiths College of Arts and Science,Paul Smiths,NY,2,579.0,0.5055,51506.0,51506.0,33009.0,33009.0,33009.0,33009.0,0.3625,22750.0,46145.0,4.46470906923827,12970-0265,44.433965,-74.252675
Continental School of Beauty Culture-West Seneca,West Seneca,NY,3,78.0,,,31946.0,,16657.0,,16657.0,0.6513,6333.0,22193.0,5.757851574820889,14224,42.828416,-78.754584
Plaza College,Forest Hills,NY,3,984.0,0.6762,26525.0,26525.0,15450.0,15450.0,15450.0,15450.0,0.8499,20751.0,31519.0,3.3662235477013867,11375,40.714894,-73.831156
Davis College,Pottersville,NY,2,106.0,0.2667,24830.0,24830.0,18000.0,18000.0,18000.0,18000.0,0.4015,,38450.0,2.5830949284785434,12860-2300,43.730713,-73.812057
Pratt Institute-Main,Brooklyn,NY,2,3910.0,0.7354,80049.0,80049.0,61845.0,61845.0,61845.0,61845.0,0.1886,26000.0,54295.0,5.897338613131964,11205,40.691297,-73.96431
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,2,141.0,0.4615,20400.0,20400.0,10800.0,10800.0,10800.0,10800.0,0.1813,,40747.0,2.002601418509338,11230,40.618347,-73.963615
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,2,473.0,0.8286,20075.0,20075.0,10000.0,10000.0,10000.0,10000.0,0.8952,,20707.0,3.87791568068769,11219,40.631954,-73.985026
Rabbinical College Beth Shraga,Monsey,NY,2,52.0,0.5,,46093.0,16850.0,16850.0,16850.0,16850.0,0.0625,,40747.0,4.524799371732889,10952-3033,41.114116,-74.07258
Rabbinical Seminary Mkor Chaim,Lakewood,NJ,2,96.0,0.0,17750.0,17750.0,8450.0,8450.0,8450.0,8450.0,0.7531,,40747.0,1.742459567575527,08701-5827,40.046838,-74.214817
Rabbinical College of Long Island,Long Beach,NY,2,159.0,0.2273,21600.0,21600.0,10290.0,10290.0,10290.0,10290.0,0.3292,,40747.0,2.120401501951064,11561,40.586427,-73.670238
Rabbinical Seminary of America,Flushing,NY,2,397.0,0.3026,19700.0,19700.0,10000.0,10000.0,10000.0,10000.0,0.1636,,40747.0,1.9338847031683315,11367,40.72308,-73.817161
Rensselaer Polytechnic Institute,Troy,NY,2,5714.0,0.8362,82404.0,82404.0,64081.0,64081.0,64081.0,64081.0,0.1992,23750.0,102051.0,3.229914454537437,12180-3590,42.729978,-73.676646
Roberts Wesleyan University,Rochester,NY,2,1149.0,0.6667,52919.0,52919.0,38826.0,38826.0,38826.0,38826.0,0.3542,23750.0,55031.0,3.8464865257763807,14624,43.125755,-77.798498
Rochester Institute of Technology,Rochester,NY,2,13215.0,0.6989,74626.0,74626.0,59274.0,59274.0,59274.0,59274.0,0.2724,26778.0,76571.0,3.8983949537030993,14623-5603,43.084188,-77.67386
University of Rochester,Rochester,NY,2,6331.0,0.8543,85962.0,85962.0,67080.0,67080.0,67080.0,67080.0,0.1725,21000.0,79042.0,4.350193567976519,14627-0011,43.126397,-77.631202
The Rockefeller University,New York,NY,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,10065-6399,40.762489,-73.955198
Rockland Community College,Suffern,NY,1,3834.0,,18713.0,18713.0,6862.0,6862.0,6862.0,6862.0,0.2624,8497.0,50243.0,1.4897995740700196,10901-3699,41.133929,-74.085969
Empire Beauty School-Manhattan,New York,NY,3,388.0,,,31946.0,,16657.0,,16657.0,0.7099,10667.0,24022.0,5.3194571642660895,10001,40.748938,-73.986453
Russell Sage College,Troy,NY,2,1244.0,0.561,50607.0,50607.0,38164.0,38164.0,38164.0,38164.0,0.4204,22000.0,58316.0,3.4712257356471636,12180,42.72822,-73.693711
St Bernard's School of Theology and Ministry,Rochester,NY,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,14618,43.102185,-77.526326
St Bonaventure University,Saint Bonaventure,NY,2,2012.0,0.6673,57271.0,57271.0,41735.0,41735.0,41735.0,41735.0,0.2675,26000.0,57214.0,4.00398503862691,14778-9800,42.080191,-78.481107
St. Francis College,Brooklyn,NY,2,1684.0,0.5464,38098.0,38098.0,28775.0,28775.0,28775.0,28775.0,0.5569,23250.0,58099.0,2.6229711354756535,11201,40.690233,-73.986559
St. Joseph's College of Nursing,Syracuse,NY,2,313.0,,,46093.0,23816.0,23816.0,23816.0,23816.0,0.3604,12000.0,81908.0,2.250964496752454,13203,43.055355,-76.148355
St Lawrence University,Canton,NY,2,1918.0,0.7906,82000.0,82000.0,65900.0,65900.0,65900.0,65900.0,0.2136,27000.0,67258.0,4.8767432870439205,13617,44.589879,-75.161343
